"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 23:44:02 GMT 2021","Tue Aug 03 23:44:10 GMT 2021","8905","test","test_conduit","TestConduit","","","test__registration",""
"passed","Tue Aug 03 23:44:34 GMT 2021","Tue Aug 03 23:44:41 GMT 2021","6484","test","test_conduit","TestConduit","","","test__pagination",""
"passed","Tue Aug 03 23:45:25 GMT 2021","Tue Aug 03 23:45:51 GMT 2021","25731","test","test_conduit","TestConduit","","","test__modify_article",""
"passed","Tue Aug 03 23:46:15 GMT 2021","Tue Aug 03 23:46:24 GMT 2021","9465","test","test_conduit","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 03 23:44:12 GMT 2021","Tue Aug 03 23:44:23 GMT 2021","11354","test","test_conduit","TestConduit","","","test__login",""
"passed","Tue Aug 03 23:43:56 GMT 2021","Tue Aug 03 23:43:59 GMT 2021","3081","test","test_conduit","TestConduit","","","test__accept_cookies",""
"passed","Tue Aug 03 23:44:43 GMT 2021","Tue Aug 03 23:44:54 GMT 2021","10746","test","test_conduit","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 03 23:46:27 GMT 2021","Tue Aug 03 23:46:37 GMT 2021","9448","test","test_conduit","TestConduit","","","test__logout",""
"passed","Tue Aug 03 23:44:26 GMT 2021","Tue Aug 03 23:44:32 GMT 2021","5391","test","test_conduit","TestConduit","","","test__list_data",""
"passed","Tue Aug 03 23:45:54 GMT 2021","Tue Aug 03 23:46:13 GMT 2021","19720","test","test_conduit","TestConduit","","","test__delete_article",""
"passed","Tue Aug 03 23:44:57 GMT 2021","Tue Aug 03 23:45:22 GMT 2021","25589","test","test_conduit","TestConduit","","","test__import_data_from_file",""
