"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 06 13:20:56 GMT 2021","Fri Aug 06 13:21:12 GMT 2021","15765","test","test_conduit_remek_panniangyan","TestConduit","","","test__add_new_article",""
"passed","Fri Aug 06 13:20:17 GMT 2021","Fri Aug 06 13:20:20 GMT 2021","3079","test","test_conduit_remek_panniangyan","TestConduit","","","test__accept_cookies",""
"passed","Fri Aug 06 13:22:43 GMT 2021","Fri Aug 06 13:22:51 GMT 2021","7505","test","test_conduit_remek_panniangyan","TestConduit","","","test__logout",""
"passed","Fri Aug 06 13:20:49 GMT 2021","Fri Aug 06 13:20:54 GMT 2021","5494","test","test_conduit_remek_panniangyan","TestConduit","","","test__pagination",""
"passed","Fri Aug 06 13:20:13 GMT 2021","Fri Aug 06 13:20:15 GMT 2021","1064","test","test_conduit_remek_panniangyan","TestConduit","","","test__home_page",""
"passed","Fri Aug 06 13:20:23 GMT 2021","Fri Aug 06 13:20:31 GMT 2021","8301","test","test_conduit_remek_panniangyan","TestConduit","","","test__registration",""
"passed","Fri Aug 06 13:21:13 GMT 2021","Fri Aug 06 13:21:47 GMT 2021","33636","test","test_conduit_remek_panniangyan","TestConduit","","","test__import_data_from_file",""
"passed","Fri Aug 06 13:20:41 GMT 2021","Fri Aug 06 13:20:46 GMT 2021","5415","test","test_conduit_remek_panniangyan","TestConduit","","","test__list_data",""
"passed","Fri Aug 06 13:22:32 GMT 2021","Fri Aug 06 13:22:42 GMT 2021","9654","test","test_conduit_remek_panniangyan","TestConduit","","","test__save_data_to_file",""
"passed","Fri Aug 06 13:21:49 GMT 2021","Fri Aug 06 13:22:13 GMT 2021","23458","test","test_conduit_remek_panniangyan","TestConduit","","","test__modify_article",""
"passed","Fri Aug 06 13:20:34 GMT 2021","Fri Aug 06 13:20:39 GMT 2021","5387","test","test_conduit_remek_panniangyan","TestConduit","","","test__login",""
"passed","Fri Aug 06 13:22:14 GMT 2021","Fri Aug 06 13:22:30 GMT 2021","15086","test","test_conduit_remek_panniangyan","TestConduit","","","test__delete_article",""
