"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 21:57:11 GMT 2021","Tue Aug 03 21:57:24 GMT 2021","12828","test","test_conduit","TestConduit","","","test__import_data_from_file",""
"passed","Tue Aug 03 21:56:40 GMT 2021","Tue Aug 03 21:56:45 GMT 2021","5407","test","test_conduit","TestConduit","","","test__list_data",""
"passed","Tue Aug 03 21:57:55 GMT 2021","Tue Aug 03 21:58:14 GMT 2021","19761","test","test_conduit","TestConduit","","","test__delete_article",""
"passed","Tue Aug 03 21:56:27 GMT 2021","Tue Aug 03 21:56:38 GMT 2021","11377","test","test_conduit","TestConduit","","","test__login",""
"passed","Tue Aug 03 21:56:15 GMT 2021","Tue Aug 03 21:56:24 GMT 2021","9154","test","test_conduit","TestConduit","","","test__registration",""
"passed","Tue Aug 03 21:56:57 GMT 2021","Tue Aug 03 21:57:08 GMT 2021","10780","test","test_conduit","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 03 21:56:09 GMT 2021","Tue Aug 03 21:56:12 GMT 2021","3143","test","test_conduit","TestConduit","","","test__accept_cookies",""
"passed","Tue Aug 03 21:58:16 GMT 2021","Tue Aug 03 21:58:26 GMT 2021","9473","test","test_conduit","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 03 21:57:26 GMT 2021","Tue Aug 03 21:57:52 GMT 2021","25789","test","test_conduit","TestConduit","","","test__modify_article",""
"passed","Tue Aug 03 21:58:28 GMT 2021","Tue Aug 03 21:58:38 GMT 2021","9488","test","test_conduit","TestConduit","","","test__logout",""
"passed","Tue Aug 03 21:56:48 GMT 2021","Tue Aug 03 21:56:55 GMT 2021","6518","test","test_conduit","TestConduit","","","test__pagination",""
