"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 09:15:16 GMT 2021","Tue Aug 10 09:15:19 GMT 2021","3077","test","test_conduit_panniangyan","TestConduit","","","test__accept_cookies",""
"passed","Tue Aug 10 09:15:55 GMT 2021","Tue Aug 10 09:16:11 GMT 2021","15805","test","test_conduit_panniangyan","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 10 09:15:20 GMT 2021","Tue Aug 10 09:15:29 GMT 2021","8246","test","test_conduit_panniangyan","TestConduit","","","test__registration",""
"passed","Tue Aug 10 09:15:39 GMT 2021","Tue Aug 10 09:15:45 GMT 2021","5413","test","test_conduit_panniangyan","TestConduit","","","test__list_data",""
"passed","Tue Aug 10 09:15:11 GMT 2021","Tue Aug 10 09:15:13 GMT 2021","2085","test","test_conduit_panniangyan","TestConduit","","","test__home_page",""
"passed","Tue Aug 10 09:16:50 GMT 2021","Tue Aug 10 09:17:14 GMT 2021","23455","test","test_conduit_panniangyan","TestConduit","","","test__modify_article",""
"passed","Tue Aug 10 09:15:47 GMT 2021","Tue Aug 10 09:15:53 GMT 2021","5551","test","test_conduit_panniangyan","TestConduit","","","test__pagination",""
"passed","Tue Aug 10 09:17:16 GMT 2021","Tue Aug 10 09:17:31 GMT 2021","15113","test","test_conduit_panniangyan","TestConduit","","","test__delete_article",""
"passed","Tue Aug 10 09:15:31 GMT 2021","Tue Aug 10 09:15:37 GMT 2021","5405","test","test_conduit_panniangyan","TestConduit","","","test__login",""
"passed","Tue Aug 10 09:17:33 GMT 2021","Tue Aug 10 09:17:43 GMT 2021","9508","test","test_conduit_panniangyan","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 10 09:16:14 GMT 2021","Tue Aug 10 09:16:48 GMT 2021","33735","test","test_conduit_panniangyan","TestConduit","","","test__import_data_from_file",""
"passed","Tue Aug 10 09:17:45 GMT 2021","Tue Aug 10 09:17:53 GMT 2021","7521","test","test_conduit_panniangyan","TestConduit","","","test__logout",""
