"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 02 13:47:19 GMT 2021","Mon Aug 02 13:47:19 GMT 2021","0","test","conduit_test","TestConduit","","","test__login",""
"broken","Mon Aug 02 13:47:27 GMT 2021","Mon Aug 02 13:47:27 GMT 2021","0","test","conduit_test","TestConduit","","","test__save_data_to_file",""
"broken","Mon Aug 02 13:47:25 GMT 2021","Mon Aug 02 13:47:25 GMT 2021","0","test","conduit_test","TestConduit","","","test__import_data_from_file",""
"broken","Mon Aug 02 13:47:28 GMT 2021","Mon Aug 02 13:47:28 GMT 2021","0","test","conduit_test","TestConduit","","","test__logout",""
"broken","Mon Aug 02 13:47:22 GMT 2021","Mon Aug 02 13:47:22 GMT 2021","0","test","conduit_test","TestConduit","","","test__pagination",""
"broken","Mon Aug 02 13:47:26 GMT 2021","Mon Aug 02 13:47:26 GMT 2021","0","test","conduit_test","TestConduit","","","test__delete_article",""
"broken","Mon Aug 02 13:47:23 GMT 2021","Mon Aug 02 13:47:23 GMT 2021","0","test","conduit_test","TestConduit","","","test__add_new_article",""
"broken","Mon Aug 02 13:47:12 GMT 2021","Mon Aug 02 13:47:12 GMT 2021","0","test","conduit_test","TestConduit","","","test__accept_cookies",""
"broken","Mon Aug 02 13:47:18 GMT 2021","Mon Aug 02 13:47:18 GMT 2021","0","test","conduit_test","TestConduit","","","test__registration",""
"broken","Mon Aug 02 13:47:21 GMT 2021","Mon Aug 02 13:47:21 GMT 2021","0","test","conduit_test","TestConduit","","","test__list_data",""
