"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 08:33:27 GMT 2021","Tue Aug 10 08:33:32 GMT 2021","5340","test","test_conduit_panniangyan","TestConduit","","","test__list_data",""
"passed","Tue Aug 10 08:33:20 GMT 2021","Tue Aug 10 08:33:25 GMT 2021","5320","test","test_conduit_panniangyan","TestConduit","","","test__login",""
"passed","Tue Aug 10 08:35:01 GMT 2021","Tue Aug 10 08:35:16 GMT 2021","14880","test","test_conduit_panniangyan","TestConduit","","","test__delete_article",""
"passed","Tue Aug 10 08:35:18 GMT 2021","Tue Aug 10 08:35:27 GMT 2021","9390","test","test_conduit_panniangyan","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 10 08:35:29 GMT 2021","Tue Aug 10 08:35:36 GMT 2021","7400","test","test_conduit_panniangyan","TestConduit","","","test__logout",""
"passed","Tue Aug 10 08:33:01 GMT 2021","Tue Aug 10 08:33:03 GMT 2021","2077","test","test_conduit_panniangyan","TestConduit","","","test__home_page",""
"passed","Tue Aug 10 08:33:43 GMT 2021","Tue Aug 10 08:33:58 GMT 2021","15671","test","test_conduit_panniangyan","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 10 08:34:36 GMT 2021","Tue Aug 10 08:34:59 GMT 2021","23195","test","test_conduit_panniangyan","TestConduit","","","test__modify_article",""
"passed","Tue Aug 10 08:33:05 GMT 2021","Tue Aug 10 08:33:08 GMT 2021","3072","test","test_conduit_panniangyan","TestConduit","","","test__accept_cookies",""
"passed","Tue Aug 10 08:33:35 GMT 2021","Tue Aug 10 08:33:40 GMT 2021","5448","test","test_conduit_panniangyan","TestConduit","","","test__pagination",""
"passed","Tue Aug 10 08:34:00 GMT 2021","Tue Aug 10 08:34:33 GMT 2021","33370","test","test_conduit_panniangyan","TestConduit","","","test__import_data_from_file",""
"passed","Tue Aug 10 08:33:11 GMT 2021","Tue Aug 10 08:33:18 GMT 2021","7835","test","test_conduit_panniangyan","TestConduit","","","test__registration",""
