"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 06 13:29:54 GMT 2021","Fri Aug 06 13:30:01 GMT 2021","7383","test","test_conduit_remek_panniangyan","TestConduit","","","test__logout",""
"passed","Fri Aug 06 13:27:30 GMT 2021","Fri Aug 06 13:27:33 GMT 2021","3054","test","test_conduit_remek_panniangyan","TestConduit","","","test__accept_cookies",""
"passed","Fri Aug 06 13:29:00 GMT 2021","Fri Aug 06 13:29:23 GMT 2021","23210","test","test_conduit_remek_panniangyan","TestConduit","","","test__modify_article",""
"passed","Fri Aug 06 13:27:51 GMT 2021","Fri Aug 06 13:27:56 GMT 2021","5347","test","test_conduit_remek_panniangyan","TestConduit","","","test__list_data",""
"passed","Fri Aug 06 13:28:06 GMT 2021","Fri Aug 06 13:28:21 GMT 2021","15658","test","test_conduit_remek_panniangyan","TestConduit","","","test__add_new_article",""
"passed","Fri Aug 06 13:29:42 GMT 2021","Fri Aug 06 13:29:51 GMT 2021","9508","test","test_conduit_remek_panniangyan","TestConduit","","","test__save_data_to_file",""
"passed","Fri Aug 06 13:27:44 GMT 2021","Fri Aug 06 13:27:49 GMT 2021","5324","test","test_conduit_remek_panniangyan","TestConduit","","","test__login",""
"passed","Fri Aug 06 13:28:24 GMT 2021","Fri Aug 06 13:28:57 GMT 2021","33310","test","test_conduit_remek_panniangyan","TestConduit","","","test__import_data_from_file",""
"passed","Fri Aug 06 13:29:25 GMT 2021","Fri Aug 06 13:29:39 GMT 2021","14874","test","test_conduit_remek_panniangyan","TestConduit","","","test__delete_article",""
"passed","Fri Aug 06 13:27:58 GMT 2021","Fri Aug 06 13:28:03 GMT 2021","5445","test","test_conduit_remek_panniangyan","TestConduit","","","test__pagination",""
"passed","Fri Aug 06 13:27:34 GMT 2021","Fri Aug 06 13:27:42 GMT 2021","7448","test","test_conduit_remek_panniangyan","TestConduit","","","test__registration",""
"passed","Fri Aug 06 13:27:26 GMT 2021","Fri Aug 06 13:27:27 GMT 2021","1044","test","test_conduit_remek_panniangyan","TestConduit","","","test__home_page",""
