"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 22:55:27 GMT 2021","Tue Aug 03 22:55:52 GMT 2021","25737","test","test_conduit","TestConduit","","","test__modify_article",""
"passed","Tue Aug 03 22:54:42 GMT 2021","Tue Aug 03 22:54:48 GMT 2021","5384","test","test_conduit","TestConduit","","","test__list_data",""
"passed","Tue Aug 03 22:56:26 GMT 2021","Tue Aug 03 22:56:36 GMT 2021","9491","test","test_conduit","TestConduit","","","test__logout",""
"passed","Tue Aug 03 22:54:50 GMT 2021","Tue Aug 03 22:54:56 GMT 2021","6494","test","test_conduit","TestConduit","","","test__pagination",""
"passed","Tue Aug 03 22:54:28 GMT 2021","Tue Aug 03 22:54:40 GMT 2021","11378","test","test_conduit","TestConduit","","","test__login",""
"passed","Tue Aug 03 22:54:58 GMT 2021","Tue Aug 03 22:55:08 GMT 2021","10715","test","test_conduit","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 03 22:55:11 GMT 2021","Tue Aug 03 22:55:24 GMT 2021","12780","test","test_conduit","TestConduit","","","test__import_data_from_file",""
"passed","Tue Aug 03 22:56:15 GMT 2021","Tue Aug 03 22:56:25 GMT 2021","9456","test","test_conduit","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 03 22:55:54 GMT 2021","Tue Aug 03 22:56:14 GMT 2021","19716","test","test_conduit","TestConduit","","","test__delete_article",""
"passed","Tue Aug 03 22:54:11 GMT 2021","Tue Aug 03 22:54:14 GMT 2021","3086","test","test_conduit","TestConduit","","","test__accept_cookies",""
"passed","Tue Aug 03 22:54:17 GMT 2021","Tue Aug 03 22:54:26 GMT 2021","9083","test","test_conduit","TestConduit","","","test__registration",""
