"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 03 22:49:00 GMT 2021","Tue Aug 03 22:49:09 GMT 2021","9004","test","test_conduit","TestConduit","","","test__registration",""
"passed","Tue Aug 03 22:49:53 GMT 2021","Tue Aug 03 22:50:06 GMT 2021","12693","test","test_conduit","TestConduit","","","test__import_data_from_file",""
"passed","Tue Aug 03 22:49:33 GMT 2021","Tue Aug 03 22:49:39 GMT 2021","6424","test","test_conduit","TestConduit","","","test__pagination",""
"passed","Tue Aug 03 22:49:26 GMT 2021","Tue Aug 03 22:49:31 GMT 2021","5353","test","test_conduit","TestConduit","","","test__list_data",""
"passed","Tue Aug 03 22:51:09 GMT 2021","Tue Aug 03 22:51:18 GMT 2021","9402","test","test_conduit","TestConduit","","","test__logout",""
"passed","Tue Aug 03 22:50:36 GMT 2021","Tue Aug 03 22:50:55 GMT 2021","19648","test","test_conduit","TestConduit","","","test__delete_article",""
"passed","Tue Aug 03 22:49:12 GMT 2021","Tue Aug 03 22:49:23 GMT 2021","11324","test","test_conduit","TestConduit","","","test__login",""
"passed","Tue Aug 03 22:50:58 GMT 2021","Tue Aug 03 22:51:07 GMT 2021","9407","test","test_conduit","TestConduit","","","test__save_data_to_file",""
"passed","Tue Aug 03 22:50:08 GMT 2021","Tue Aug 03 22:50:34 GMT 2021","25660","test","test_conduit","TestConduit","","","test__modify_article",""
"passed","Tue Aug 03 22:49:41 GMT 2021","Tue Aug 03 22:49:51 GMT 2021","10675","test","test_conduit","TestConduit","","","test__add_new_article",""
"passed","Tue Aug 03 22:48:54 GMT 2021","Tue Aug 03 22:48:57 GMT 2021","3075","test","test_conduit","TestConduit","","","test__accept_cookies",""
